
CET,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2010-6-9,27,21,16,18,16,14,88,71,48,1008,1006,1005,10,10,10,24,10,,0.00,5,,166
2010-6-10,25,20,16,19,17,15,100,77,57,1008,1007,1005,10,10,8,16,8,,0.00,5,Rain,127
2010-6-11,26,21,15,18,15,9,94,71,38,1009,1005,1003,10,10,10,39,14,64,0.00,5,Rain-Thunderstorm,241
2010-6-12,17,13,10,13,11,7,88,78,59,1014,1010,1009,10,10,10,19,13,,0.00,5,Rain,270
2010-6-13,17,12,8,9,7,6,93,72,52,1017,1016,1014,10,10,10,16,11,,0.00,5,,281
2010-6-14,20,13,6,10,7,5,93,66,40,1019,1016,1014,10,10,10,13,6,,0.00,4,Fog,55
2010-6-15,17,12,8,10,7,4,93,67,42,1025,1022,1020,10,10,10,24,11,,0.00,2,,325
2010-6-16,22,13,6,9,6,3,100,58,29,1025,1023,1021,10,10,10,26,13,47,0.00,1,Fog,55
2010-6-17,24,16,8,10,7,5,87,55,34,1022,1019,1016,,,,24,11,40,0.00,,,68
2010-6-18,16,12,9,12,9,6,94,76,63,1016,1012,1010,10,10,6,26,14,35,0.00,6,Fog-Rain,319
2010-6-19,15,11,8,10,7,5,88,75,59,1009,1006,1005,10,10,6,34,19,55,0.00,4,Rain,276
2010-6-20,17,13,9,10,8,6,93,73,52,1017,1011,1007,10,10,10,24,16,,0.00,5,Rain,282
2010-6-21,18,12,6,8,6,4,93,67,42,1022,1019,1017,10,10,10,13,8,,0.00,5,Fog,277
2010-6-22,21,13,7,10,8,6,94,68,40,1024,1023,1022,10,10,10,13,8,34,0.00,4,Fog,317
2010-6-23,23,16,8,11,8,6,94,62,33,1023,1022,1020,10,10,10,11,5,,0.00,2,Fog,322
2010-6-24,26,17,9,12,10,8,94,59,34,1020,1018,1016,10,10,10,19,6,,0.00,,Fog,298
2010-6-25,23,18,13,14,11,6,88,61,35,1017,1016,1014,10,10,10,27,10,35,0.00,2,,320
2010-6-26,24,16,8,13,9,6,100,66,35,1020,1018,1017,10,7,0,14,6,23,0.00,4,Fog,338
2010-6-27,26,18,11,12,11,8,88,57,32,1021,1020,1019,10,10,10,19,10,,0.00,1,Fog,99
2010-6-28,29,21,14,13,11,8,82,50,28,1020,1019,1017,10,10,10,13,10,,0.00,,Fog,122
2010-6-29,29,22,15,16,12,8,88,55,27,1018,1017,1016,,,,16,8,,0.00,,,279
2010-6-30,25,19,14,15,13,11,88,64,47,1020,1019,1018,10,9,4,16,10,,0.00,5,Fog,314
2010-7-1,27,21,15,16,13,11,77,57,39,1019,1016,1015,10,10,10,19,10,,0.00,4,,122
2010-7-2,32,26,21,16,13,8,68,46,22,1016,1015,1015,,,,19,10,,0.00,,,156
2010-7-3,34,27,19,18,15,13,78,51,29,1017,1016,1014,10,10,10,26,13,45,0.00,4,,115
2010-7-4,27,23,19,17,17,15,88,71,48,1020,1018,1017,10,10,9,21,13,,0.00,5,,292
2010-7-5,25,20,16,17,13,9,94,67,39,1019,1018,1017,10,10,10,26,11,,0.00,5,Rain,276
2010-7-6,21,16,12,14,10,7,94,68,40,1023,1021,1020,10,10,10,32,14,37,0.00,5,Rain,302
2010-7-7,25,17,9,11,8,6,93,58,31,1023,1022,1021,10,10,10,13,6,,0.00,2,Fog,260
2010-7-8,31,24,18,15,11,9,64,44,27,1021,1019,1018,,,,16,8,32,0.00,,,177
2010-7-9,33,24,17,15,13,11,82,46,26,1019,1018,1016,,,,24,8,32,0.00,,,168
2010-7-10,35,28,21,17,14,11,78,44,23,1018,1017,1015,,,,16,8,,0.00,,,254
2010-7-11,32,27,23,19,18,17,73,57,40,1016,1015,1014,10,10,10,23,8,35,0.00,4,,270
